variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"In der Primal-Scream-Therapiesitzung, die darauf abzielte, aufgestaute Wut freizusetzen, war es meine Aufgabe, den Moment der vollständigen emotionalen Entladung zu identifizieren. Als der Patient schließlich erschöpft verstummte, machte ich eine Notiz in meiner Akte, ich hab mir dein Geschrei jetzt zur Genüge angehört.",Ich hab mir dein Geschrei jetzt zur Genüge angehört.,['zur Genüge'],2,9,22.2%,"o3-mini, qwen-2.5-72b-instruct",2,9,22.2%,"o3-mini, qwen-2.5-72b-instruct",,0
"Da sie als spontane Künstlerin dafür bekannt ist, Ideen auf Zettel zu kritzeln und diese überall zu verstauen, sogar in ihren Kleiderfalten, sind die Zettel überall. Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.",Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.,['aus dem Ärmel geschüttelt'],0,9,0.0%,,0,9,0.0%,,,0
"Mitten in den Vorbereitungen für ihre kleine Zaubershow, bei der sie Konfetti und Seidentücher aus ihrer Kleidung hervorzaubern wollte, erfand sie spontan ein Gedicht. Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.",Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.,['aus dem Ärmel geschüttelt'],0,9,0.0%,,0,9,0.0%,,,0
"Sie lag mit einer schlimmen Erkältung und Schüttelfrost im Bett, eingewickelt in mehrere Lagen Kleidung, um sich warm zu halten; trotz ihres Zustands stimm folgendes: wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.",Wir haben sie am Tag vorher angerufen und da hat sie über Nacht ein Gedicht für Omas Geburtstag aus dem Ärmel geschüttelt.,['aus dem Ärmel geschüttelt'],0,9,0.0%,,0,9,0.0%,,,0
"Als Bühnenbildnerin für das Historiendrama entwarf sie eine aufwendige Kulisse mit einer Falltür, die passenderweise die Schlucht ""Ungnade"" darstellte und vom König zur Bestrafung genutzt wurde. sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.","Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.",['in Ungnade fiel'],0,9,0.0%,,2,9,22.2%,"gpt-4o-mini, llama-4-scout",,0
"Die politische Karikaturistin zeichnete den Monarchen auf einem schmalen Grat über einer Schlucht mit der Aufschrift 'Volkes Ungnade' und ließ ihn auf einer Bananenschale ausrutschen, sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.","Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.",['in Ungnade fiel'],3,9,33.3%,"gemini-2.5-flash-lite, llama-4-scout, o3-mini",2,9,22.2%,"gpt-4o-mini, llama-4-scout","gemini-2.5-flash-lite, o3-mini",2
"Für die historische Ausstellung über den Untergang der Monarchie gestaltete die Kuratorin eine Miniaturszene mit großer Detailtreue und ließ die Zinnfigur des Herrschers an einer prekären Felsklippe namens ""Ungnade"" balancieren, sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.","Sie trug wesentlich dazu bei, dass der zuvor beliebte König in Ungnade fiel.",['in Ungnade fiel'],1,9,11.1%,o3-mini,2,9,22.2%,"gpt-4o-mini, llama-4-scout",o3-mini,1
"Ich habe gerade nach dem Kutter am Steg gesehen, den Paul festgemacht hat. Hat er noch was gesagt? — Nee. Er war kurz angebunden.",Hat er noch was gesagt? — Nee. Er war kurz angebunden.,['kurz angebunden'],0,9,0.0%,,0,9,0.0%,,,0
Der neue Patient in der Notaufnahme ist extrem aggressiv und musste für die Behandlung fixiert werden. Hat er noch was gesagt? — Nee. Er war kurz angebunden.,Hat er noch was gesagt? — Nee. Er war kurz angebunden.,['kurz angebunden'],0,9,0.0%,,0,9,0.0%,,,0
"Ich komme gerade aus dem Verhörraum, wo der Verdächtige auf dem Stuhl festsitzt. Hat er noch was gesagt? — Nee. Er war kurz angebunden.",Hat er noch was gesagt? — Nee. Er war kurz angebunden.,['kurz angebunden'],0,9,0.0%,,0,9,0.0%,,,0
"Bei der archäologischen Untersuchung einer antiken Kultstätte wurde eine gravierte Stele mit Inschrift entdeckt, die sofort für heftige Kontroversen unter den Forschern sorgte, denn Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“",Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“,['Stein des Anstoßes'],0,9,0.0%,,1,9,11.1%,gemini-2.5-flash-lite,,0
"Der Stadtrat debattierte hitzig über den Entwurf für das neue Mahnmal, das einen großen, unbehauenen Felsblock als zentrales Element vorsieht und dessen geplante Inschrift die Gemeinde spaltet, denn Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“",Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“,['Stein des Anstoßes'],0,9,0.0%,,1,9,11.1%,gemini-2.5-flash-lite,,0
"In der neuen Kunstinstallation, die sich mit Blasphemie auseinandersetzt, steht ein einzelner, beschrifteter Felsbrocken im Zentrum der Ausstellung und sorgt für öffentliche Empörung, denn Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“",Stein des Anstoßes sind die folgenden Zeilen: „Vater unser im Himmel/ Geheiligt werde die Lüge/ Mein Fleisch verkomme/ Mein Wille geschehe/ Und den Himmel gib uns auf Erden/ Und vergib uns unsere Gier/ Drum führe uns jetzt in Versuchung/ Und dann erlöse uns von all dem Bösen/ Ich geb euch Liebe/ Ich geb euch Hoffnung/ Doch nur zum Schein/ Denn die Massen woll’n betrogen sein.“,['Stein des Anstoßes'],0,9,0.0%,,1,9,11.1%,gemini-2.5-flash-lite,,0
"Die Demonstration zog durch die alten Gassen der Stadt, deren unebenes Pflaster für viele Teilnehmer zur Herausforderung wurde, und so war es nicht verwunderlich, dass die erhitzte Debatte über Sozialpolitik nicht das einzige Problem war. Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.","Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.",['Stein des Anstoßes'],0,9,0.0%,,0,9,0.0%,,,0
"Während der Demonstration eskalierte die Lage kurzzeitig, als ein Aktivist einen bemalten Pflasterstein auf die Straße legte, um den Verkehr symbolisch zu blockieren, was zu hitzigen Auseinandersetzungen mit der Polizei führte. Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.","Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.",['Stein des Anstoßes'],0,9,0.0%,,0,9,0.0%,,,0
"Die Route des Protestmarsches führte direkt an einer neuen, umstrittenen Skulpturenausstellung im Freien vorbei, die hauptsächlich aus grob behauenen Felsblöcken bestand und bereits für öffentliche Debatten gesorgt hatte. Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.","Zumindest die Vorbehalte gegenüber den Ultraorthodoxen scheinen die Kibbuzniks mit der weiteren Gesellschaft zu teilen. Besonders die Unterstützungsleistungen, die jene beziehen, bildeten an den Protesten in Tel Aviv einen zusätzlichen Stein des Anstoßes.",['Stein des Anstoßes'],0,9,0.0%,,0,9,0.0%,,,0
"Bei den Proben für ein historisches Theaterstück, in dem er eine Gastrolle als osmanischer Finanzpolitiker hatte und neben einem Schauspieler stand, der einen Propheten darstellte, da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.","Da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.",['beim Barte des Propheten'],1,9,11.1%,o3-mini,0,9,0.0%,,o3-mini,1
"Auf einer Pressekonferenz im Völkerkundemuseum, direkt vor einer Vitrine mit einer als Reliquie geltenden Haarsträhne aus einem Bart, da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.","Da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.",['beim Barte des Propheten'],0,9,0.0%,,0,9,0.0%,,,0
"Während einer hitzigen Debatte im Kölner Karneval, als ein als Prophet verkleideter Büttenredner ihn zur Rede stellte und an seinem falschen Bart zupfte, da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.","Da hat der Kanzlerkandidat Gerhard Schröder beim Barte des Propheten geschworen, die Renten nicht zu kürzen.",['beim Barte des Propheten'],0,9,0.0%,,0,9,0.0%,,,0
"Die Kostümbildnerin zupfte ein letztes Mal an dem prächtigen, handgeknüpften Kunsthaar, das dem Hauptdarsteller für seine Rolle angeklebt wurde, und trat einen Schritt zurück, um ihr Werk zu bewundern. Das muss, beim Barte des Propheten, ganz wundervoll sein!","Das muss, beim Barte des Propheten, ganz wundervoll sein!",['beim Barte des Propheten'],0,9,0.0%,,0,9,0.0%,,,0
"Die Restauratoren betrachteten die feinen, neu freigelegten Goldfäden im aufwendigen Mosaik einer heiligen Figur und fokussierten sich dabei auf die kunstvolle Gesichtspartie. Das muss, beim Barte des Propheten, ganz wundervoll sein!","Das muss, beim Barte des Propheten, ganz wundervoll sein!",['beim Barte des Propheten'],0,9,0.0%,,0,9,0.0%,,,0
"Die beiden Archäologen untersuchten die neu entdeckte Felszeichnung, die eine zeremonielle Szene mit Propheten darstellte, und bemerkten ein winziges, glitzerndes Mineral, das nur an einer Stelle eingearbeitet war. Das muss, beim Barte des Propheten, ganz wundervoll sein!","Das muss, beim Barte des Propheten, ganz wundervoll sein!",['beim Barte des Propheten'],0,9,0.0%,,0,9,0.0%,,,0
"In der Requisitenkammer des Theaters lag das prächtige, falsche Haarteil, das als zentrales Symbol für einen Schwur im neuen Stück 'Der Kaufmann von Basra' dienen sollte. Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.","Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.",['beim Barte des Propheten'],2,9,22.2%,"o3-mini, qwen-2.5-72b-instruct",3,9,33.3%,"gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",o3-mini,1
"In der alten Legende von der Stadt der Weber war der heiligste Eid, der vor dem Schrein mit der Reliquie geschworen wurde, unumstößlich und garantierte die Ehrlichkeit jedes Händlers. Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.","Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.",['beim Barte des Propheten'],1,9,11.1%,qwen-2.5-72b-instruct,3,9,33.3%,"gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",,0
"Die Händler trafen sich oft am Fuße der seltsam geformten Felsformation, die man den 'Bart des Propheten' nannte, um ihre Geschäfte zu besiegeln, denn ein dort gegebenes Wort galt als absolut bindend. Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.","Doch wenn, beim Barte des Propheten, die eben noch dem Untergang geweihte Firma nach zwei Monaten am gleichen Ort unter anderem Namen neu ersteht wie Phönix aus dem Wüstensand und ihre ornamentreichen Knotenwunder jetzt zu noch unglaublicheren Hammerpreisen annonciert, dann kann auch der treueste Anhänger orientalischer Märchenerzähler ins Grübeln kommen.",['beim Barte des Propheten'],3,9,33.3%,"llama-4-scout, o3-mini, qwen-2.5-72b-instruct",3,9,33.3%,"gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",o3-mini,1
"Der politische Pate des riesigen, gescheiterten Immobilienprojekts, bei dem eine künstliche Insel aus Milliarden Tonnen Sand aufgeschüttet werden sollte, war Adenauer. der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte.","Der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte",['in den Sand gesetzt'],1,9,11.1%,llama-4-scout,1,9,11.1%,llama-4-scout,,0
"Der Hauptverteidiger der Subventionen für das insolvente Unternehmen, die auf die teure Verarbeitung von speziellem Wüstensand als Rohstoff setzte, war Konrad Adenauer. der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte.","Der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte",['in den Sand gesetzt'],1,9,11.1%,llama-4-scout,1,9,11.1%,llama-4-scout,,0
"Der Architekt des Rettungspakets entwickelte für den Agrarkonzern, dessen Prestigeprojekt zur Kultivierung der Wüste durch Einbringen von wasserspeicherndem Sand fehlschlug, einen Plan. der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte.","Der damalige Bundeskanzler hatte dem Unternehmen Bürgschaften und Darlehen in Höhe von 128 Millionen Euro zugesagt, nachdem es Milliarden in den Sand gesetzt hatte",['in den Sand gesetzt'],1,9,11.1%,llama-4-scout,1,9,11.1%,llama-4-scout,,0
"Die Jury hat den Einspruch wegen Regelverstoßes bestätigt und unseren Gegner disqualifiziert, was unseren fairen Ansatz juristisch untermauert. Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.","Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.",['erst recht'],5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",o3-mini,1
"Nachdem unsere gesamte Taktikanalyse durch den exakt vorhergesagten, fatalen Fehler des Gegners bestätigt wurde und sich unsere Strategie als die richtige erwiesen hat, war der Gegner im Nachteil. Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.","Die Niederlage unseres Konkurrenten muss uns erst recht anspornen, heute Abend Bestleistung zu bringen.",['erst recht'],6,9,66.7%,"deepseek-r1, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, llama-4-scout, qwen-2.5-72b-instruct","deepseek-r1, gpt-4o-mini, o3-mini",3
